Series Name,Series Code,Country Name,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Population, total",SP.POP.TOTL,United Kingdom,GBR,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66836327,67081000,67326569
"Population, total",SP.POP.TOTL,United States,USA,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,331501080,331893745
"Population, total",SP.POP.TOTL,Uruguay,URY,3371133,3381180,3391662,3402818,3413766,3422200,3427042,3428409,3429086,3426260
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050,34915100
"Population, total",SP.POP.TOTL,Vanuatu,VUT,257313,263534,269927,276438,283218,290239,297298,304404,311685,319137
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,29470426,29838021,30193258,30529716,30741464,30563433,29825653,28971683,28490453,28199867
"Population, total",SP.POP.TOTL,Vietnam,VNM,89301326,90267739,91235504,92191398,93126529,94033048,94914330,95776716,96648685,97468029
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,108188,108041,107882,107712,107516,107281,107001,106669,106290,105870
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269,4922749
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,26223391,26984002,27753304,28516545,29274002,30034389,30790513,31546691,32284046,32981641
"Population, total",SP.POP.TOTL,Zambia,ZMB,14744658,15234976,15737793,16248230,16767761,17298054,17835893,18380477,18927715,19473125
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,13265331,13555422,13855753,14154937,14452704,14751101,15052184,15354608,15669666,15993524
Population growth (annual %),SP.POP.GROW,Afghanistan,AFG,4.07762772858795,3.46678830410982,3.65757606530364,3.12134122890873,2.58154939895659,2.86649214750073,2.88520797304849,2.90852909268743,3.13474690779163,2.85135765449931
Population growth (annual %),SP.POP.GROW,Albania,ALB,-0.165151040121679,-0.183211384606402,-0.207046999760594,-0.291205786840436,-0.159880412127734,-0.0919722937442495,-0.246732042281782,-0.426007367032238,-0.574206959244013,-0.926918061639398
Population growth (annual %),SP.POP.GROW,Algeria,DZA,1.94310213435967,1.9667158178046,1.97904881035906,1.99994605069585,1.99343168879913,1.95700247075081,1.9033254281097,1.83944488568624,1.73245672803153,1.65770320084269
Population growth (annual %),SP.POP.GROW,American Samoa,ASM,-1.1462982343373,-1.30478202241628,-1.47894571116667,-1.63927018758043,-1.80723076890422,-1.97181874740715,-2.12293567392473,-2.30413869890523,-2.4212497099907,-2.53017092647207
Population growth (annual %),SP.POP.GROW,Andorra,AND,0.630034574524577,0.497261875887559,0.355274942185653,0.174377690367456,1.10060298979862,1.77218271287863,1.58014708656145,1.75749125736997,1.76189129507448,1.70228822534561
Population growth (annual %),SP.POP.GROW,Angola,AGO,3.75870252194126,3.73552542857565,3.68442896683492,3.61767751762095,3.58621100683242,3.5509866361995,3.46445698360985,3.39527779197097,3.26834840458456,3.16602986153025
Population growth (annual %),SP.POP.GROW,Antigua and Barbuda,ATG,1.0837075607137,0.934326293295174,0.831589247616481,0.786935419380774,0.690288328652049,0.6109561448905,0.554872965946274,0.534443400511753,0.592053942582792,0.597151594527623
Population growth (annual %),SP.POP.GROW,Argentina,ARG,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989
Population growth (annual %),SP.POP.GROW,Armenia,ARM,-0.498170160314836,-0.44829630947071,-0.395592881362063,-0.392995248824912,-0.444257166904663,-0.486625263030829,-0.54025108197947,-0.564065542556681,-0.533006606500067,-0.522963242641951
Population growth (annual %),SP.POP.GROW,Aruba,ABW,0.810230587788097,0.749301039347625,0.691615260101675,0.63795916173479,0.590062487333077,0.537295706145068,0.494795263046989,0.451969658863314,0.134255302359952,-0.0450446230906329
Population growth (annual %),SP.POP.GROW,Australia,AUS,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.65339053503068,1.50299298221362,1.48520844681971,1.23570107988933,0.127728295728263
Population growth (annual %),SP.POP.GROW,Austria,AUT,0.45593747231891,0.589387254692989,0.781541632525841,1.12099250236958,1.08139629872802,0.694621103604983,0.487071924768999,0.444673639004876,0.415176731565556,0.435671684056384
Population growth (annual %),SP.POP.GROW,Azerbaijan,AZE,1.32876382733755,1.29344702700591,1.24820899735588,1.19120985807018,1.11785721013911,0.98126180450475,0.866316916370841,0.846646726414021,0.684365325388407,0.441197735816311
Population growth (annual %),SP.POP.GROW,"Bahamas, The",BHS,1.08183699838334,0.934994065798907,0.898582547265484,0.912227428271637,0.831528122187361,0.765793758966215,0.720668948364001,0.657441084996389,0.471994444906908,0.352416997336031
Population growth (annual %),SP.POP.GROW,Bahrain,BHR,1.05556298562381,2.95475711852975,3.84537935863732,3.81660491261165,3.42907892150581,3.29163380324261,2.07237016433842,0.459362584678761,-1.12524267833833,-0.966024840061971
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,1.24357124646827,1.26715729721878,1.24596020808779,1.19106112723824,1.23079535447054,1.24972406577957,1.16137846270492,1.1131724900167,1.14420974001656,1.14931847631384
Population growth (annual %),SP.POP.GROW,Barbados,BRB,0.257756861693629,0.241564354388319,0.226568487744075,0.212392263810218,0.203329499651748,0.192888292188534,0.179288797746607,0.175755759089405,0.182929163306018,0.180461453548187
Population growth (annual %),SP.POP.GROW,Belarus,BLR,-0.156617600248906,-0.0383800002667846,0.056151567510169,0.132853236725342,0.0877210878706449,-0.109782322950581,-0.213824206997671,-0.201786600970723,-0.42347525027949,-0.42347752149173
Population growth (annual %),SP.POP.GROW,Belgium,BEL,0.620163579337378,0.471340143966627,0.44392928847521,0.579446241677791,0.506300002451376,0.385228018372369,0.455184695275022,0.540461327098122,0.430996815099722,0.469904402495701
Population growth (annual %),SP.POP.GROW,Belize,BLZ,2.25663156677437,2.23816708234299,2.19427675238371,2.11632063401839,2.04687117105776,1.9892678402512,1.94863445386443,1.82301611890652,1.48622151575632,1.28562992065572
Population growth (annual %),SP.POP.GROW,Benin,BEN,2.91501212217311,2.89992060914312,2.92622897984691,2.95124912266827,2.94982814392549,2.94632156118807,2.92239218681089,2.88707408493347,2.82913811282206,2.75970517933377
Population growth (annual %),SP.POP.GROW,Bermuda,BMU,0.361775877335588,0.312791570829084,0.210544188304464,0.151869636092964,-1.05247097968271,-1.0605345960762,0.0704274978050419,-0.0109521313739413,-0.0281681326390652,-0.0407013155274432
Population growth (annual %),SP.POP.GROW,Bhutan,BTN,1.08946783207717,1.06812304057562,1.0193598434941,0.934969649654716,0.868973710626164,0.844692720380736,0.787111572078005,0.701252583573764,0.655471789302584,0.642586172837449
Population growth (annual %),SP.POP.GROW,Bolivia,BOL,1.65463539887486,1.62957319915505,1.60331510672219,1.5731449401483,1.54728829634713,1.52010888105833,1.48747419672442,1.45750439141779,1.33973922043111,1.19348671867883
Population growth (annual %),SP.POP.GROW,Bosnia and Herzegovina,BIH,-1.8542587666769,-1.55832890226336,-1.29347782804997,-1.31760658922995,-1.23730578353764,-1.18362667966933,-1.16659481128762,-1.16608133465016,-1.26677102311527,-1.44065259604193
Population growth (annual %),SP.POP.GROW,Botswana,BWA,1.92085566899296,1.90562696994558,1.92508536769659,1.96236891205249,2.02880248969911,2.07922251369081,2.04278510078483,1.95085634796209,1.85098576387245,1.6367427551677
Population growth (annual %),SP.POP.GROW,Brazil,BRA,0.900343360601223,0.868346150167205,0.857834828724811,0.845992601345206,0.8112564782781,0.79226340042227,0.793768153848091,0.766107802084815,0.665176682246802,0.528590452919416
Population growth (annual %),SP.POP.GROW,British Virgin Islands,VGB,1.62818629726802,0.82694328769179,1.08975882376595,1.35422128878554,1.26217731781244,1.07360686059582,0.910677706943281,0.902459156305993,0.975300318670376,0.683520845329328
Population growth (annual %),SP.POP.GROW,Brunei Darussalam,BRN,1.26910407285782,1.23862687064177,1.19611546302496,1.14093587780034,1.07549615845856,1.00016015852588,0.924880804854795,0.865282211615446,0.835902308961215,0.822461681539278
Population growth (annual %),SP.POP.GROW,Bulgaria,BGR,-0.579220596364389,-0.559647217410859,-0.568389264052903,-0.638069468160719,-0.701382097841331,-0.730443175298289,-0.722080405222853,-0.703905641117455,-0.60024151846542,-0.814846471528947
Population growth (annual %),SP.POP.GROW,Burkina Faso,BFA,3.03188007722477,3.00842195462805,2.97977849923872,2.97234560821631,2.93481128912484,2.86565542084027,2.76868116258088,2.70387556725288,2.68878766730686,2.65037591522147
Population growth (annual %),SP.POP.GROW,Burundi,BDI,3.52997284776032,3.55110770404353,3.3458633833966,2.18870609045616,1.62902475388378,2.28730144695888,2.98382355303175,3.26424857025887,2.86708219532744,2.67247846179476
Population growth (annual %),SP.POP.GROW,Cabo Verde,CPV,1.19524498910285,1.13168973985358,1.13001379235817,1.1090565508692,1.12160806985756,1.16795054980192,1.09986005170242,1.01513458042928,0.96752416855618,0.90298888332359
Population growth (annual %),SP.POP.GROW,Cambodia,KHM,1.44928419333369,1.43049971596447,1.3977751944463,1.34979002036239,1.33408515743887,1.3104826630319,1.22144565921597,1.13244216195679,1.16005769739725,1.16513584860257
Population growth (annual %),SP.POP.GROW,Cameroon,CMR,2.81498378244419,2.81353839574426,3.03550756998046,3.14758224896897,2.99217541611777,2.83379809494988,2.7637376380325,2.7748797807221,2.71185365793296,2.63581940586039
Population growth (annual %),SP.POP.GROW,Canada,CAN,1.08581726304756,1.05659125917789,1.00533757867378,0.746339477969813,1.13234865466606,1.19952071057872,1.41245586917998,1.43613682316886,1.15279707717736,0.547707006298006
Population growth (annual %),SP.POP.GROW,Cayman Islands,CYM,2.43532400043746,2.3499412828226,2.28758988319717,2.24463644959813,2.18250710253431,2.10758301710141,2.02863766124782,1.90819265891466,1.76406837687354,1.21820372930296
Population growth (annual %),SP.POP.GROW,Central African Republic,CAF,0.868655128872181,0.608247676561223,-0.0769490230926806,0.428340361843656,1.74517542237586,1.86986089522388,1.94305862344608,2.22336107125156,2.5340939316943,2.11363722558977
Population growth (annual %),SP.POP.GROW,Chad,TCD,3.48762940257558,3.55701932397684,3.56998546576354,3.18410081276683,3.14864850561675,3.32459491646661,3.37812774879537,3.29458272753979,3.16053305963688,3.16388750517031
Population growth (annual %),SP.POP.GROW,Channel Islands,CHI,0.50689022702539,0.736777668306596,0.697214600852119,0.791085579747361,0.939527209520039,0.908389640157369,1.22958532233632,1.27783031331199,1.00023446187106,0.913338674061597
Population growth (annual %),SP.POP.GROW,Chile,CHL,0.974635115583974,0.964976309009339,1.00681495918115,1.02942555374852,1.18906102612278,1.56205545588869,1.79596279901203,1.7913919716665,1.36064363430941,0.994344898418259
Population growth (annual %),SP.POP.GROW,China,CHN,0.678345458846803,0.666072977690069,0.630326389541893,0.581456146657648,0.573050906069647,0.605245013482969,0.467672053461959,0.354740890170827,0.238040870229883,0.0892522000412526
Population growth (annual %),SP.POP.GROW,Colombia,COL,1.03966499994087,0.990034781454962,0.947136923375947,0.941994067106625,1.068611890834,1.51228960592288,1.89558675057496,1.83074694246543,1.47010203160178,1.14382091580962
Population growth (annual %),SP.POP.GROW,Comoros,COM,2.13823935913559,2.14467454892257,2.15269220591586,2.16006427268952,2.1696163026429,2.04689697470843,1.90502758147562,1.87244791212477,1.90094081397491,1.89944099480128
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",COD,3.35665613143748,3.4091449670035,3.44601675819051,3.38939131180859,3.46603464808537,3.44276695760094,3.27282723445499,3.18628838899818,3.22447844328183,3.22252815991252
Population growth (annual %),SP.POP.GROW,"Congo, Rep.",COG,2.77600777570712,2.40667969204573,2.39028820797079,2.38840507871515,2.38886575467523,2.3910852337636,2.39418462530963,2.355238072353,2.33208625068898,2.31648825280279
Population growth (annual %),SP.POP.GROW,Costa Rica,CRI,1.20358030533586,1.1532718484809,1.09494595424381,1.04634340433544,1.01547072688832,0.978713315995535,0.934615300864476,0.865128346659953,0.755771068349343,0.600406861056438
Population growth (annual %),SP.POP.GROW,Cote d'Ivoire,CIV,2.05543493401974,2.06192649501195,2.31524274847183,2.58076728931826,2.58067580845527,2.58625429610958,2.56647493405036,2.53128744560298,2.50861820334885,2.455303010444
Population growth (annual %),SP.POP.GROW,Croatia,HRV,-0.305655944795909,-0.278509062850129,-0.407343184777633,-0.824099163913538,-0.69838345731273,-1.20061016480925,-0.893486927711056,-0.554146739042888,-0.433210220837755,-3.74237674765796
Population growth (annual %),SP.POP.GROW,Cuba,CUB,0.0935951943767368,0.108603882669157,0.0922325673162479,0.069407446002465,0.0186756792498581,-0.0494478967755684,-0.0720152370566522,-0.101983052203958,-0.141475202325743,-0.393012541562472
Population growth (annual %),SP.POP.GROW,Curacao,CUW,0.829929595036991,1.13367890654299,1.34764139563651,1.31959390251523,1.06031644056836,0.319536038312865,-0.525178744011738,-1.19643951751799,-1.59676619476798,-1.6777912474095
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,0.996688012391421,0.8962308711661,0.855564798922502,0.870039642466962,0.888918593369278,0.884479029885329,0.849324982193926,0.817517719721429,0.705573414651573,0.535999429698235
Population growth (annual %),SP.POP.GROW,Czechia,CZE,0.139925655740972,0.0331699460503076,0.105277581527518,0.196588748472653,0.192048415842684,0.265642663548985,0.334427262299794,0.393788864202175,0.243222682211879,-1.81187141002542
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.376272242619955,0.416901360752097,0.507053283010163,0.706423849687002,0.780392644135167,0.643350903737356,0.495838925879129,0.358130915892652,0.291641177476633,0.433414489409722
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,1.84933894374145,1.81267131886039,1.7680638456514,1.72124773942831,1.67550925836571,1.64501401282776,1.61772854346232,1.57623975223144,1.49363957876332,1.40284750995694
Population growth (annual %),SP.POP.GROW,Dominica,DMA,0.212163125432016,-0.100212778979274,0.798904314260286,0.912632430301816,0.0970860001159586,0.466977884157329,0.594793080912983,0.850614263332306,0.790672282535559,0.577535935346367
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,1.27563736367599,1.2499609813316,1.2237834052777,1.1960440040584,1.16332018268349,1.13014592909379,1.10483767973875,1.07497482890671,1.07655224672892,1.06892666709415
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,1.60252187198822,1.5324232376039,1.48359860231919,1.47983523757956,1.49338987255655,1.55335626648726,1.89090930713133,1.90968326333656,1.40190462603926,1.18206337539033
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,2.26158734403113,2.31570750353087,2.34379305041137,2.20525980686911,2.08630284573945,1.98976849465685,1.89893076814734,1.79400212546566,1.73312957205986,1.65838367949689
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,0.389311893511473,0.394479107083525,0.385376455719377,0.346286117647337,0.311563471293443,0.257949946994399,0.154476680476382,0.0617207329334854,0.199062369975812,0.340068122361035
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,4.19593639444133,4.12804546690893,4.0367432369581,3.92078547747936,3.78456615093479,3.63365484265393,3.48160747723884,3.33503679402461,2.73226949782894,2.37849451867221
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,1.39398056061833,1.33675062099253,0.817492473750786,0.49767257206961,0.754064581294597,0.935971649156141,1.41594960093608,1.53927354632927,1.61739994313834,1.7961013366299
Population growth (annual %),SP.POP.GROW,Estonia,EST,-0.357944411443807,-0.355891802625531,-0.262256175097854,0.0655525295417938,0.0291122255540077,0.121070631466687,0.348039137980543,0.371554389037477,0.197559185177642,0.105996956310127
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,2.82765624318832,2.74962070654197,2.70542811266671,2.69539316663887,2.71605397227228,2.72133142564532,2.67332102071494,2.656010133459,2.65485915620519,2.60431928274974
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,0.0123995123017319,0.0537134606447883,0.0970242533510219,0.721624002974263,1.39145416003308,1.46397881873087,1.43304325187036,1.41473188516849,1.41026007721943,0.900256782879419
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.297238780271001,0.262426487072664,0.230397589525045,0.178965105930181,0.127589742794731,0.0705348376627642,-0.00250269992369218,-0.0577971466911964,0.212846220439299,0.45397664568484
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.475809486683209,0.460723772785295,0.413560207519414,0.329383885818507,0.287421401687637,0.234670531705453,0.132641040791912,0.110191690491055,0.143641197212847,0.207288594407348
Population growth (annual %),SP.POP.GROW,France,FRA,0.483953489768883,0.516539661307546,0.46824634207038,0.355569240058298,0.263868788565368,0.29020211635109,0.358494581816163,0.341374143157509,0.271350507669993,0.263854757064606
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,0.461311408821609,0.503989817548146,0.637131095156152,0.65811880076494,0.59932388341049,0.648229492369303,0.727084625433978,0.706823205794027,0.732338551627656,0.697087740409896
Population growth (annual %),SP.POP.GROW,Gabon,GAB,3.55822259981442,3.50515739344233,3.34110410137597,3.08691638355563,2.80421210921345,2.55591859788162,2.39135522463594,2.28985536531904,2.19563704311712,2.09798810279019
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,3.09453140006576,3.05120587130278,2.9743344848207,2.88681938435009,2.80404574599256,2.72348534857532,2.64137634537543,2.58268676641821,2.56215324974841,2.52879318000917
Population growth (annual %),SP.POP.GROW,Georgia,GEO,-0.736565518814038,-0.300972141406188,0.0469539002549217,0.157481405176007,0.0598165991047394,0.0133860746662629,-0.0390365463489613,-0.171565740223868,0.0686562494680967,-0.379636607027231
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.187727800567293,0.272900214681538,0.416877359168292,0.865702643950251,0.807218538573871,0.373724559895838,0.300526701992065,0.22551987421288,0.0816931586494595,0.0423270572552137
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.46059584044277,2.45242725553535,2.40764489206261,2.36426975910316,2.33938325896993,2.23494542871956,2.1226797659381,2.08893118401294,2.06626880077022,2.00774487031161
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,1.43752181837621,0.777442704117801,0.126420318087511,0.209321014679146,0.13828073187548,0.113554418573327,0.140996191940677,0.113265896118834,0.0734012327661469,-0.122365336936279
